chrom,chromStart,chromEnd,num_sites,exp_pi,B
22,370000,380000,10000,0.0013729457157343557,0.9991553374928931
22,380000,390000,10000,0.0013729457157343557,0.9991553374928931
22,390000,400000,10000,0.0013729457157343557,0.9991553374928931
22,400000,410000,10000,0.0013729457157343557,0.9991553374928931
22,410000,420000,10000,0.0013729457157343557,0.9991553374928931
22,420000,430000,10000,0.0013729457157343557,0.9991553374928931
22,430000,440000,10000,0.0013729457157343557,0.9991553374928931
22,440000,450000,10000,0.0013729457157343557,0.9991553374928931
22,450000,460000,10000,0.0013729457157343557,0.9991553374928931
22,460000,470000,10000,0.0013729457157343557,0.9991553374928931
22,470000,480000,10000,0.0013729457157343557,0.9991553374928931
22,480000,490000,10000,0.0013729457157343557,0.9991553374928931
22,490000,500000,10000,0.0013729457157343557,0.9991553374928931
22,500000,510000,10000,0.0013729457157343557,0.9991553374928931
22,510000,520000,10000,0.0013729457157343557,0.9991553374928931
22,520000,530000,10000,0.0013729457157343557,0.9991553374928931
22,530000,540000,10000,0.0013729457157343557,0.9991553374928931
22,540000,550000,10000,0.0013729457157343557,0.9991553374928931
22,550000,560000,10000,0.0013729457157343557,0.9991553374928931
22,560000,570000,10000,0.0013729457157343557,0.9991553374928931
22,570000,580000,10000,0.0013729457157343557,0.9991553374928931
22,580000,590000,10000,0.0013729457157343557,0.9991553374928931
22,590000,600000,10000,0.0013729457157343557,0.9991553374928931
22,600000,610000,10000,0.0013729457157343557,0.9991553374928931
22,610000,620000,10000,0.0013729457157343557,0.9991553374928931
22,620000,630000,10000,0.0013729457157343557,0.9991553374928931
22,630000,640000,10000,0.0013729457157343557,0.9991553374928931
22,640000,650000,10000,0.0013729457157343557,0.9991553374928931
22,650000,660000,10000,0.0013729457157343557,0.9991553374928931
22,660000,670000,10000,0.0013729457157343557,0.9991553374928931
22,670000,680000,10000,0.0013729457157343557,0.9991553374928931
22,680000,690000,10000,0.0013729457157343557,0.9991553374928931
22,690000,700000,10000,0.0013729457157343557,0.9991553374928931
22,700000,710000,10000,0.0013729457157343557,0.9991553374928931
22,710000,720000,10000,0.0013729457157343557,0.9991553374928931
22,720000,730000,10000,0.0013729457157343557,0.9991553374928931
22,730000,740000,10000,0.0013729457157343557,0.9991553374928931
22,740000,750000,10000,0.0013729457157343557,0.9991553374928931
22,750000,760000,10000,0.0013729457157343557,0.9991553374928931
22,760000,770000,10000,0.0013729457157343557,0.9991553374928931
22,770000,780000,10000,0.0013729457157343557,0.9991553374928931
22,780000,790000,10000,0.0013729457157343557,0.9991553374928931
22,790000,800000,10000,0.0013729457157343557,0.9991553374928931
22,800000,810000,10000,0.0013729457157343557,0.9991553374928931
22,810000,820000,10000,0.0013729457157343557,0.9991553374928931
22,820000,830000,10000,0.0013729457157343557,0.9991553374928931
22,830000,840000,10000,0.0013729457157343557,0.9991553374928931
22,840000,850000,10000,0.0013729457157343557,0.9991553374928931
22,850000,860000,10000,0.0013729457157343557,0.9991553374928931
22,860000,870000,10000,0.0013729457157343557,0.9991553374928931
22,870000,880000,10000,0.0013729457157343557,0.9991553374928931
22,880000,890000,10000,0.0013729457157343557,0.9991553374928931
22,890000,900000,10000,0.0013729457157343557,0.9991553374928931
22,900000,910000,10000,0.0013729457157343557,0.9991553374928931
22,910000,920000,10000,0.0013729457157343557,0.9991553374928931
22,920000,930000,10000,0.0013729457157343557,0.9991553374928931
22,930000,940000,10000,0.0013729457157343557,0.9991553374928931
22,940000,950000,10000,0.0013729457157343557,0.9991553374928931
22,950000,960000,10000,0.0013729457157343557,0.9991553374928931
22,960000,970000,10000,0.0013729457157343557,0.9991553374928931
22,970000,980000,10000,0.0013729457157343557,0.9991553374928931
22,980000,990000,10000,0.0013729457157343557,0.9991553374928931
22,990000,1000000,10000,0.0013729457157343557,0.9991553374928931
22,1000000,1010000,10000,0.0013729457157343557,0.9991553374928931
22,1010000,1020000,10000,0.0013729457157343557,0.9991553374928931
22,1020000,1030000,10000,0.0013729457157343557,0.9991553374928931
22,1030000,1040000,10000,0.0013729457157343557,0.9991553374928931
22,1040000,1050000,10000,0.0013729457157343557,0.9991553374928931
22,1050000,1060000,10000,0.0013729457157343557,0.9991553374928931
22,1060000,1070000,10000,0.0013729457157343557,0.9991553374928931
22,1070000,1080000,10000,0.0013729457157343557,0.9991553374928931
22,1080000,1090000,10000,0.0013729457157343557,0.9991553374928931
22,1090000,1100000,10000,0.0013729457157343557,0.9991553374928931
22,1100000,1110000,10000,0.0013729457157343557,0.9991553374928931
22,1110000,1120000,10000,0.0013729457157343557,0.9991553374928931
22,1120000,1130000,10000,0.0013729457157343557,0.9991553374928931
22,1130000,1140000,10000,0.0013729457157343557,0.9991553374928931
22,1140000,1150000,10000,0.0013729457157343557,0.9991553374928931
22,1150000,1160000,10000,0.0013729457157343557,0.9991553374928931
22,1160000,1170000,10000,0.0013729457157343557,0.9991553374928931
22,1170000,1180000,10000,0.0013729457157343557,0.9991553374928931
22,1180000,1190000,10000,0.0013729457157343557,0.9991553374928931
22,1190000,1200000,10000,0.0013729457157343557,0.9991553374928931
22,1200000,1210000,10000,0.0013729457157343557,0.9991553374928931
22,1210000,1220000,10000,0.0013729457157343557,0.9991553374928931
22,1220000,1230000,10000,0.0013729457157343557,0.9991553374928931
22,1230000,1240000,10000,0.0013729457157343557,0.9991553374928931
22,1240000,1250000,10000,0.0013729457157343557,0.9991553374928931
22,1250000,1260000,10000,0.0013729457157343557,0.9991553374928931
22,1260000,1270000,10000,0.0013729457157343557,0.9991553374928931
22,1270000,1280000,10000,0.0013729457157343557,0.9991553374928931
22,1280000,1290000,10000,0.0013729457157343557,0.9991553374928931
22,1290000,1300000,10000,0.0013729457157343557,0.9991553374928931
22,1300000,1310000,10000,0.0013729457157343557,0.9991553374928931
22,1310000,1320000,10000,0.0013729457157343557,0.9991553374928931
22,1320000,1330000,10000,0.0013729457157343557,0.9991553374928931
22,1330000,1340000,10000,0.0013729457157343557,0.9991553374928931
22,1340000,1350000,10000,0.0013729457157343557,0.9991553374928931
22,1350000,1360000,10000,0.0013729457157343557,0.9991553374928931
22,1360000,1370000,10000,0.0013729457157343557,0.9991553374928931
22,1370000,1380000,10000,0.0013729457157343557,0.9991553374928931
22,1380000,1390000,10000,0.0013729457157343557,0.9991553374928931
22,1390000,1400000,10000,0.0013729457157343557,0.9991553374928931
22,1400000,1410000,10000,0.0013729457157343557,0.9991553374928931
22,1410000,1420000,10000,0.0013729457157343557,0.9991553374928931
22,1420000,1430000,10000,0.0013729457157343557,0.9991553374928931
22,1430000,1440000,10000,0.0013729457157343557,0.9991553374928931
22,1440000,1450000,10000,0.0013729457157343557,0.9991553374928931
22,1450000,1460000,10000,0.0013729457157343557,0.9991553374928931
22,1460000,1470000,10000,0.0013729457157343557,0.9991553374928931
22,1470000,1480000,10000,0.0013729457157343557,0.9991553374928931
22,1480000,1490000,10000,0.0013729457157343557,0.9991553374928931
22,1490000,1500000,10000,0.0013729457157343557,0.9991553374928931
22,1500000,1510000,10000,0.0013729457157343557,0.9991553374928931
22,1510000,1520000,10000,0.0013729457157343557,0.9991553374928931
22,1520000,1530000,10000,0.0013729457157343557,0.9991553374928931
22,1530000,1540000,10000,0.0013729457157343557,0.9991553374928931
22,1540000,1550000,10000,0.0013729457157343557,0.9991553374928931
22,1550000,1560000,10000,0.0013729457157343557,0.9991553374928931
22,1560000,1570000,10000,0.0013729457157343557,0.9991553374928931
22,1570000,1580000,10000,0.0013729457157343557,0.9991553374928931
22,1580000,1590000,10000,0.0013729457157343557,0.9991553374928931
22,1590000,1600000,10000,0.0013729457157343557,0.9991553374928931
22,1600000,1610000,10000,0.0013729457157343557,0.9991553374928931
22,1610000,1620000,10000,0.0013729457157343557,0.9991553374928931
22,1620000,1630000,10000,0.0013729457157343557,0.9991553374928931
22,1630000,1640000,10000,0.0013729457157343557,0.9991553374928931
22,1640000,1650000,10000,0.0013729457157343557,0.9991553374928931
22,1650000,1660000,10000,0.0013729457157343557,0.9991553374928931
22,1660000,1670000,10000,0.0013729457157343557,0.9991553374928931
22,1670000,1680000,10000,0.0013729457157343557,0.9991553374928931
22,1680000,1690000,10000,0.0013729457157343557,0.9991553374928931
22,1690000,1700000,10000,0.0013729457157343557,0.9991553374928931
22,1700000,1710000,10000,0.0013729457157343557,0.9991553374928931
22,1710000,1720000,10000,0.0013729457157343557,0.9991553374928931
22,1720000,1730000,10000,0.0013729457157343557,0.9991553374928931
22,1730000,1740000,10000,0.0013729457157343557,0.9991553374928931
22,1740000,1750000,10000,0.0013729457157343557,0.9991553374928931
22,1750000,1760000,10000,0.0013729457157343557,0.9991553374928931
22,1760000,1770000,10000,0.0013729457157343557,0.9991553374928931
22,1770000,1780000,10000,0.0013729457157343557,0.9991553374928931
22,1780000,1790000,10000,0.0013729457157343557,0.9991553374928931
22,1790000,1800000,10000,0.0013729457157343557,0.9991553374928931
22,1800000,1810000,10000,0.0013729457157343557,0.9991553374928931
22,1810000,1820000,10000,0.0013729457157343557,0.9991553374928931
22,1820000,1830000,10000,0.0013729457157343557,0.9991553374928931
22,1830000,1840000,10000,0.0013729457157343557,0.9991553374928931
22,1840000,1850000,10000,0.0013729457157343557,0.9991553374928931
22,1850000,1860000,10000,0.0013729457157343557,0.9991553374928931
22,1860000,1870000,10000,0.0013729457157343557,0.9991553374928931
22,1870000,1880000,10000,0.0013729457157343557,0.9991553374928931
22,1880000,1890000,10000,0.0013729457157343557,0.9991553374928931
22,1890000,1900000,10000,0.0013729457157343557,0.9991553374928931
22,1900000,1910000,10000,0.0013729457157343557,0.9991553374928931
22,1910000,1920000,10000,0.0013729457157343557,0.9991553374928931
22,1920000,1930000,10000,0.0013729457157343557,0.9991553374928931
22,1930000,1940000,10000,0.0013729457157343557,0.9991553374928931
22,1940000,1950000,10000,0.0013729457157343557,0.9991553374928931
22,1950000,1960000,10000,0.0013729457157343557,0.9991553374928931
22,1960000,1970000,10000,0.0013729457157343557,0.9991553374928931
22,1970000,1980000,10000,0.0013729457157343557,0.9991553374928931
22,1980000,1990000,10000,0.0013729457157343557,0.9991553374928931
22,1990000,2000000,10000,0.0013729457157343557,0.9991553374928931
22,2000000,2010000,10000,0.0013729457157343557,0.9991553374928931
22,2010000,2020000,10000,0.0013729457157343557,0.9991553374928931
22,2020000,2030000,10000,0.0013729457157343557,0.9991553374928931
22,2030000,2040000,10000,0.0013729457157343557,0.9991553374928931
22,2040000,2050000,10000,0.0013729457157343557,0.9991553374928931
22,2050000,2060000,10000,0.0013729457157343557,0.9991553374928931
22,2060000,2070000,10000,0.0013729457157343557,0.9991553374928931
22,2070000,2080000,10000,0.0013729457157343557,0.9991553374928931
22,2080000,2090000,10000,0.0013729457157343557,0.9991553374928931
22,2090000,2100000,10000,0.0013729457157343557,0.9991553374928931
22,2100000,2110000,10000,0.0013729457157343557,0.9991553374928931
22,2110000,2120000,10000,0.0013729457157343557,0.9991553374928931
22,2120000,2130000,10000,0.0013729457157343557,0.9991553374928931
22,2130000,2140000,10000,0.0013729457157343557,0.9991553374928931
22,2140000,2150000,10000,0.0013729457157343557,0.9991553374928931
22,2150000,2160000,10000,0.0013729457157343557,0.9991553374928931
22,2160000,2170000,10000,0.0013729457157343557,0.9991553374928931
22,2170000,2180000,10000,0.0013729457157343557,0.9991553374928931
22,2180000,2190000,10000,0.0013729457157343557,0.9991553374928931
22,2190000,2200000,10000,0.0013729457157343557,0.9991553374928931
22,2200000,2210000,10000,0.0013729457157343557,0.9991553374928931
22,2210000,2220000,10000,0.0013729457157343557,0.9991553374928931
22,2220000,2230000,10000,0.0013729457157343557,0.9991553374928931
22,2230000,2240000,10000,0.0013729457157343557,0.9991553374928931
22,2240000,2250000,10000,0.0013729457157343557,0.9991553374928931
22,2250000,2260000,10000,0.0013729457157343557,0.9991553374928931
22,2260000,2270000,10000,0.0013729457157343557,0.9991553374928931
22,2270000,2280000,10000,0.0013729457157343557,0.9991553374928931
22,2280000,2290000,10000,0.0013729457157343557,0.9991553374928931
22,2290000,2300000,10000,0.0013729457157343557,0.9991553374928931
22,2300000,2310000,10000,0.0013729457157343557,0.9991553374928931
22,2310000,2320000,10000,0.0013729457157343557,0.9991553374928931
22,2320000,2330000,10000,0.0013729457157343557,0.9991553374928931
22,2330000,2340000,10000,0.0013729457157343557,0.9991553374928931
22,2340000,2350000,10000,0.0013729457157343557,0.9991553374928931
22,2350000,2360000,10000,0.0013729457157343557,0.9991553374928931
22,2360000,2370000,10000,0.0013729457157343557,0.9991553374928931
22,2370000,2380000,10000,0.0013729457157343557,0.9991553374928931
22,2380000,2390000,10000,0.0013729457157343557,0.9991553374928931
22,2390000,2400000,10000,0.0013729457157343557,0.9991553374928931
22,2400000,2410000,10000,0.0013729457157343557,0.9991553374928931
22,2410000,2420000,10000,0.0013729457157343557,0.9991553374928931
22,2420000,2430000,10000,0.0013729457157343557,0.9991553374928931
22,2430000,2440000,10000,0.0013729457157343557,0.9991553374928931
22,2440000,2450000,10000,0.0013729457157343557,0.9991553374928931
22,2450000,2460000,10000,0.0013729457157343557,0.9991553374928931
22,2460000,2470000,10000,0.0013729457157343557,0.9991553374928931
22,2470000,2480000,10000,0.0013729457157343557,0.9991553374928931
22,2480000,2490000,10000,0.0013729457157343557,0.9991553374928931
22,2490000,2500000,10000,0.0013729457157343557,0.9991553374928931
22,2500000,2510000,10000,0.0013729457157343557,0.9991553374928931
22,2510000,2520000,10000,0.0013729457157343557,0.9991553374928931
22,2520000,2530000,10000,0.0013729457157343557,0.9991553374928931
22,2530000,2540000,10000,0.0013729457157343557,0.9991553374928931
22,2540000,2550000,10000,0.0013729457157343557,0.9991553374928931
22,2550000,2560000,10000,0.0013729457157343557,0.9991553374928931
22,2560000,2570000,10000,0.0013729457157343557,0.9991553374928931
22,2570000,2580000,10000,0.0013729457157343557,0.9991553374928931
22,2580000,2590000,10000,0.0013729457157343557,0.9991553374928931
22,2590000,2600000,10000,0.0013729457157343557,0.9991553374928931
22,2600000,2610000,10000,0.0013729457157343557,0.9991553374928931
22,2610000,2620000,10000,0.0013729457157343557,0.9991553374928931
22,2620000,2630000,10000,0.0013729457157343557,0.9991553374928931
22,2630000,2640000,10000,0.0013729457157343557,0.9991553374928931
22,2640000,2650000,10000,0.0013729457157343557,0.9991553374928931
22,2650000,2660000,10000,0.0013729457157343557,0.9991553374928931
22,2660000,2670000,10000,0.0013729457157343557,0.9991553374928931
22,2670000,2680000,10000,0.0013729457157343557,0.9991553374928931
22,2680000,2690000,10000,0.0013729457157343557,0.9991553374928931
22,2690000,2700000,10000,0.0013729457157343557,0.9991553374928931
22,2700000,2710000,10000,0.0013729457157343557,0.9991553374928931
22,2710000,2720000,10000,0.0013729457157343557,0.9991553374928931
22,2720000,2730000,10000,0.0013729457157343557,0.9991553374928931
22,2730000,2740000,10000,0.0013729457157343557,0.9991553374928931
22,2740000,2750000,10000,0.0013729457157343557,0.9991553374928931
22,2750000,2760000,10000,0.0013729457157343557,0.9991553374928931
22,2760000,2770000,10000,0.0013729457157343557,0.9991553374928931
22,2770000,2780000,10000,0.0013729457157343557,0.9991553374928931
22,2780000,2790000,10000,0.0013729457157343557,0.9991553374928931
22,2790000,2800000,10000,0.0013729457157343557,0.9991553374928931
22,2800000,2810000,10000,0.0013729457157343557,0.9991553374928931
22,2810000,2820000,10000,0.0013729457157343557,0.9991553374928931
22,2820000,2830000,10000,0.0013729457157343557,0.9991553374928931
22,2830000,2840000,10000,0.0013729457157343557,0.9991553374928931
22,2840000,2850000,10000,0.0013729457157343557,0.9991553374928931
22,2850000,2860000,10000,0.0013729457157343557,0.9991553374928931
22,2860000,2870000,10000,0.0013729457157343557,0.9991553374928931
22,2870000,2880000,10000,0.0013729457157343557,0.9991553374928931
22,2880000,2890000,10000,0.0013729457157343557,0.9991553374928931
22,2890000,2900000,10000,0.0013729457157343557,0.9991553374928931
22,2900000,2910000,10000,0.0013729457157343557,0.9991553374928931
22,2910000,2920000,10000,0.0013729457157343557,0.9991553374928931
22,2920000,2930000,10000,0.0013729457157343557,0.9991553374928931
22,2930000,2940000,10000,0.0013729457157343557,0.9991553374928931
22,2940000,2950000,10000,0.0013729457157343557,0.9991553374928931
22,2950000,2960000,10000,0.0013729457157343557,0.9991553374928931
22,2960000,2970000,10000,0.0013729457157343557,0.9991553374928931
22,2970000,2980000,10000,0.0013729457157343557,0.9991553374928931
22,2980000,2990000,10000,0.0013729457157343557,0.9991553374928931
22,2990000,3000000,10000,0.0013729457157343557,0.9991553374928931
22,3000000,3010000,10000,0.0013729457157343557,0.9991553374928931
22,3010000,3020000,10000,0.0013729457157343557,0.9991553374928931
22,3020000,3030000,10000,0.0013729457157343557,0.9991553374928931
22,3030000,3040000,10000,0.0013729457157343557,0.9991553374928931
22,3040000,3050000,10000,0.0013729457157343557,0.9991553374928931
22,3050000,3060000,10000,0.0013729457157343557,0.9991553374928931
22,3060000,3070000,10000,0.0013729457157343557,0.9991553374928931
22,3070000,3080000,10000,0.0013729457157343557,0.9991553374928931
22,3080000,3090000,10000,0.0013729457157343557,0.9991553374928931
22,3090000,3100000,10000,0.0013729457157343557,0.9991553374928931
22,3100000,3110000,10000,0.0013729457157343557,0.9991553374928931
22,3110000,3120000,10000,0.0013729457157343557,0.9991553374928931
22,3120000,3130000,10000,0.0013729457157343557,0.9991553374928931
22,3130000,3140000,10000,0.0013729457157343557,0.9991553374928931
22,3140000,3150000,10000,0.0013729457157343557,0.9991553374928931
22,3150000,3160000,10000,0.0013729457157343557,0.9991553374928931
22,3160000,3170000,10000,0.0013729457157343557,0.9991553374928931
22,3170000,3180000,10000,0.0013729457157343557,0.9991553374928931
22,3180000,3190000,10000,0.0013729457157343557,0.9991553374928931
22,3190000,3200000,10000,0.0013729457157343557,0.9991553374928931
22,3200000,3210000,10000,0.0013729457157343557,0.9991553374928931
22,3210000,3220000,10000,0.0013729457157343557,0.9991553374928931
22,3220000,3230000,10000,0.0013729457157343557,0.9991553374928931
22,3230000,3240000,10000,0.0013729457157343557,0.9991553374928931
22,3240000,3250000,10000,0.0013729457157343557,0.9991553374928931
22,3250000,3260000,10000,0.0013729457157343557,0.9991553374928931
22,3260000,3270000,10000,0.0013729457157343557,0.9991553374928931
22,3270000,3280000,10000,0.0013729457157343557,0.9991553374928931
22,3280000,3290000,10000,0.0013729457157343557,0.9991553374928931
22,3290000,3300000,10000,0.0013729457157343557,0.9991553374928931
22,3300000,3310000,10000,0.0013729457157343557,0.9991553374928931
22,3310000,3320000,10000,0.0013729457157343557,0.9991553374928931
22,3320000,3330000,10000,0.0013729457157343557,0.9991553374928931
22,3330000,3340000,10000,0.0013729457157343557,0.9991553374928931
22,3340000,3350000,10000,0.0013729457157343557,0.9991553374928931
22,3350000,3360000,10000,0.0013729457157343557,0.9991553374928931
22,3360000,3370000,10000,0.0013729457157343557,0.9991553374928931
22,3370000,3380000,10000,0.0013729457157343557,0.9991553374928931
22,3380000,3390000,10000,0.0013729457157343557,0.9991553374928931
22,3390000,3400000,10000,0.0013729457157343557,0.9991553374928931
22,3400000,3410000,10000,0.0013729457157343557,0.9991553374928931
22,3410000,3420000,10000,0.0013729457157343557,0.9991553374928931
22,3420000,3430000,10000,0.0013729457157343557,0.9991553374928931
22,3430000,3440000,10000,0.0013729457157343557,0.9991553374928931
22,3440000,3450000,10000,0.0013729457157343557,0.9991553374928931
22,3450000,3460000,10000,0.0013729457157343557,0.9991553374928931
22,3460000,3470000,10000,0.0013729457157343557,0.9991553374928931
22,3470000,3480000,10000,0.0013729457157343557,0.9991553374928931
22,3480000,3490000,10000,0.0013729457157343557,0.9991553374928931
22,3490000,3500000,10000,0.0013729457157343557,0.9991553374928931
22,3500000,3510000,10000,0.0013729457157343557,0.9991553374928931
22,3510000,3520000,10000,0.0013729457157343557,0.9991553374928931
22,3520000,3530000,10000,0.0013729457157343557,0.9991553374928931
22,3530000,3540000,10000,0.0013729457157343557,0.9991553374928931
22,3540000,3550000,10000,0.0013729457157343557,0.9991553374928931
22,3550000,3560000,10000,0.0013729457157343557,0.9991553374928931
22,3560000,3570000,10000,0.0013729457157343557,0.9991553374928931
22,3570000,3580000,10000,0.0013729457157343557,0.9991553374928931
22,3580000,3590000,10000,0.0013729457157343557,0.9991553374928931
22,3590000,3600000,10000,0.0013729457157343557,0.9991553374928931
22,3600000,3610000,10000,0.0013729457157343557,0.9991553374928931
22,3610000,3620000,10000,0.0013729457157343557,0.9991553374928931
22,3620000,3630000,10000,0.0013729457157343557,0.9991553374928931
22,3630000,3640000,10000,0.0013729457157343557,0.9991553374928931
22,3640000,3650000,10000,0.0013729457157343557,0.9991553374928931
22,3650000,3660000,10000,0.0013729457157343557,0.9991553374928931
22,3660000,3670000,10000,0.0013729457157343557,0.9991553374928931
22,3670000,3680000,10000,0.0013729457157343557,0.9991553374928931
22,3680000,3690000,10000,0.0013729457157343557,0.9991553374928931
22,3690000,3700000,10000,0.0013729457157343557,0.9991553374928931
22,3700000,3710000,10000,0.0013729457157343557,0.9991553374928931
22,3710000,3720000,10000,0.0013729457157343557,0.9991553374928931
22,3720000,3730000,10000,0.0013729457157343557,0.9991553374928931
22,3730000,3740000,10000,0.0013729457157343557,0.9991553374928931
22,3740000,3750000,10000,0.0013729457157343557,0.9991553374928931
22,3750000,3760000,10000,0.0013729457157343557,0.9991553374928931
22,3760000,3770000,10000,0.0013729457157343557,0.9991553374928931
22,3770000,3780000,10000,0.0013729457157343557,0.9991553374928931
22,3780000,3790000,10000,0.0013729457157343557,0.9991553374928931
22,3790000,3800000,10000,0.0013729457157343557,0.9991553374928931
22,3800000,3810000,10000,0.0013729457157343557,0.9991553374928931
22,3810000,3820000,10000,0.0013729457157343557,0.9991553374928931
22,3820000,3830000,10000,0.0013729457157343557,0.9991553374928931
22,3830000,3840000,10000,0.0013729457157343557,0.9991553374928931
22,3840000,3850000,10000,0.0013729457157343557,0.9991553374928931
22,3850000,3860000,10000,0.0013729457157343557,0.9991553374928931
22,3860000,3870000,10000,0.0013729457157343557,0.9991553374928931
22,3870000,3880000,10000,0.0013729457157343557,0.9991553374928931
22,3880000,3890000,10000,0.0013729457157343557,0.9991553374928931
22,3890000,3900000,10000,0.0013729457157343557,0.9991553374928931
22,3900000,3910000,10000,0.0013729457157343557,0.9991553374928931
22,3910000,3920000,10000,0.0013729457157343557,0.9991553374928931
22,3920000,3930000,10000,0.0013729457157343557,0.9991553374928931
22,3930000,3940000,10000,0.0013729457157343557,0.9991553374928931
22,3940000,3950000,10000,0.0013729457157343557,0.9991553374928931
22,3950000,3960000,10000,0.0013729457157343557,0.9991553374928931
22,3960000,3970000,10000,0.0013729457157343557,0.9991553374928931
22,3970000,3980000,10000,0.0013729457157343557,0.9991553374928931
22,3980000,3990000,10000,0.0013729457157343557,0.9991553374928931
22,3990000,4000000,10000,0.0013729457157343557,0.9991553374928931
22,4000000,4010000,10000,0.0013729457157343557,0.9991553374928931
22,4010000,4020000,10000,0.0013729457157343557,0.9991553374928931
22,4020000,4030000,10000,0.0013729457157343557,0.9991553374928931
22,4030000,4040000,10000,0.0013729457157343557,0.9991553374928931
22,4040000,4050000,10000,0.0013729457157343557,0.9991553374928931
22,4050000,4060000,10000,0.0013729457157343557,0.9991553374928931
22,4060000,4070000,10000,0.0013729457157343557,0.9991553374928931
22,4070000,4080000,10000,0.0013729457157343557,0.9991553374928931
22,4080000,4090000,10000,0.0013729457157343557,0.9991553374928931
22,4090000,4100000,10000,0.0013729457157343557,0.9991553374928931
22,4100000,4110000,10000,0.0013729457157343557,0.9991553374928931
22,4110000,4120000,10000,0.0013729457157343557,0.9991553374928931
22,4120000,4130000,10000,0.0013729457157343557,0.9991553374928931
22,4130000,4140000,10000,0.0013729457157343557,0.9991553374928931
22,4140000,4150000,10000,0.0013729457157343557,0.9991553374928931
22,4150000,4160000,10000,0.0013729457157343557,0.9991553374928931
22,4160000,4170000,10000,0.0013729457157343557,0.9991553374928931
22,4170000,4180000,10000,0.0013729457157343557,0.9991553374928931
22,4180000,4190000,10000,0.0013729457157343557,0.9991553374928931
22,4190000,4200000,10000,0.0013729457157343557,0.9991553374928931
22,4200000,4210000,10000,0.0013729457157343557,0.9991553374928931
22,4210000,4220000,10000,0.0013729457157343557,0.9991553374928931
22,4220000,4230000,10000,0.0013729457157343557,0.9991553374928931
22,4230000,4240000,10000,0.0013729457157343557,0.9991553374928931
22,4240000,4250000,10000,0.0013729457157343557,0.9991553374928931
22,4250000,4260000,10000,0.0013729457157343557,0.9991553374928931
22,4260000,4270000,10000,0.0013729457157343557,0.9991553374928931
22,4270000,4280000,10000,0.0013729457157343557,0.9991553374928931
22,4280000,4290000,10000,0.0013729457157343557,0.9991553374928931
22,4290000,4300000,10000,0.0013729457157343557,0.9991553374928931
22,4300000,4310000,10000,0.0013729457157343557,0.9991553374928931
22,4310000,4320000,10000,0.0013729457157343557,0.9991553374928931
22,4320000,4330000,10000,0.0013729457157343557,0.9991553374928931
22,4330000,4340000,10000,0.0013729457157343557,0.9991553374928931
22,4340000,4350000,10000,0.0013729457157343557,0.9991553374928931
22,4350000,4360000,10000,0.0013729457157343557,0.9991553374928931
22,4360000,4370000,10000,0.0013729457157343557,0.9991553374928931
22,4370000,4380000,10000,0.0013729457157343557,0.9991553374928931
22,4380000,4390000,10000,0.0013729457157343557,0.9991553374928931
22,4390000,4400000,10000,0.0013729457157343557,0.9991553374928931
22,4400000,4410000,10000,0.0013729457157343557,0.9991553374928931
22,4410000,4420000,10000,0.0013729457157343557,0.9991553374928931
